地点番号,地点名,国名,緯度,経度,日平均気温,日最高気温,日最低気温,日降水量
51644,クチャ（庫車）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,41.72,82.95,-10.4,-5.2,-15.4,0.2
51656,コルラ（庫爾勤）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,41.75,86.13,-9.1,-4.5,-15.0,0.0
51709,カシュガル（喀什）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,39.48,75.75,-9.5,-6.4,-16.1,0.2
51711,アクチェ（阿合奇）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,40.93,78.45,-15.9,,,1.0
51716,パーチュー（巴楚）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,39.80,78.57,-8.1,-3.7,-13.8,0.0
51730,アラ川（阿拉爾）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,40.50,81.05,-10.1,,,0.0
51747,TAZHONG,中華人民共和国,39.00,83.67,-10.7,,,0.0
51765,ティカンリク（鉄千里克）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,40.63,87.70,-10.6,-4.0,-17.5,0.0
51777,ルオチャン（若羌）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,39.03,88.17,-9.4,-4.3,-16.4,0.0
51811,ヤルカンド（莎車）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,38.43,77.27,-8.6,-4.7,-14.1,0.0
51818,ピーシャン（皮山）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,37.62,78.28,-9.3,,,0.0
51828,ホータン（和田）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,37.13,79.93,-8.2,-5.1,-10.6,0.0
51886,マンナイ（茫崖）〔チンハイ（青海）省〕,中華人民共和国,38.25,90.85,-10.4,-1.4,-17.4,0.0
52112,NAOMAOHU〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,43.60,95.13,-17.1,,,0.0
52203,ハミ（哈密）〔シンチアン（新疆）ウイグル自治区〕,中華人民共和国,42.82,93.52,-16.0,-6.5,-23.2,0.0
52267,エジン（旗額済納旗）〔内モンゴル自治区〕,中華人民共和国,41.95,101.07,-16.3,-7.6,-23.2,0.0
52323,マーツォン山（馬宗）〔カンスー(甘粛）省〕,中華人民共和国,41.80,97.03,-18.7,-8.4,-27.2,0.0
52378,拐子湖,中華人民共和国,41.37,102.37,-17.3,,,0.0
52418,トゥンホワン（敦煌）〔カンスー(甘粛）省〕,中華人民共和国,40.15,94.68,-12.1,-7.2,-20.4,0.0
52436,ユーメン（玉門鎮）〔カンスー(甘粛）省〕,中華人民共和国,40.27,97.03,-14.8,,,0.0
52495,巴音毛道,中華人民共和国,40.75,104.50,-18.1,-8.8,-27.6,0.0
52533,チウチュワン（酒泉）〔カンスー(甘粛）省〕,中華人民共和国,39.77,98.48,-15.4,-8.3,-23.0,0.0
52602,ロンフー（冷湖）〔カンスー(甘粛）省〕,中華人民共和国,38.83,93.38,-10.5,-1.5,-19.1,0.0
52652,チャンイエ（張掖）〔カンスー(甘粛）省〕,中華人民共和国,39.08,100.28,-14.1,-4.8,-23.7,0.0
52681,ミンチン（民勤）〔カンスー(甘粛）省〕,中華人民共和国,38.63,103.08,-13.7,-7.8,-21.6,0.0
52713,ターチャイダム（大柴旦）〔チンハイ（青海）省〕,中華人民共和国,37.85,95.37,-11.3,-0.7,-21.1,0.0
52737,トーリンハー（徳令哈）〔チンハイ（青海）省〕,中華人民共和国,37.37,97.37,-7.7,,,0.0
52754,ガンツァ（剛察）〔チンハイ（青海）省〕,中華人民共和国,37.33,100.13,-13.2,-4.7,-21.0,0.0
52787,烏鞘嶺,中華人民共和国,37.20,102.87,-14.2,,,0.0
52818,ゴルムド（格爾木）〔チンハイ（青海）省〕,中華人民共和国,36.42,94.90,-6.5,,,0.0
52836,トゥーラン（都蘭）〔チンハイ（青海）省〕,中華人民共和国,36.30,98.10,-5.9,0.7,-12.7,0.0
52866,シーニン（西寧）〔チンハイ（青海）省〕,中華人民共和国,36.62,101.77,-11.5,-4.0,-18.9,0.0
52908,ウータオリアン（五道梁）〔チンハイ（青海）省〕,中華人民共和国,35.22,93.08,-11.2,,,0.0
52955,グイナン（貴南）〔チンハイ（青海）省〕,中華人民共和国,35.58,100.75,-11.1,,,0.0
52983,ユーチョン（楡中）〔カンスー(甘粛）省〕,中華人民共和国,35.87,104.15,-13.3,,,0.0
52996,華家嶺〔カンスー(甘粛）省〕,中華人民共和国,35.38,105.00,-12.2,,,0.0
53068,エレンホト（二連浩特）〔内モンゴル自治区〕,中華人民共和国,43.65,112.00,-21.1,-16.0,-29.5,0.0
53083,那仁宝力格〔内モンゴル自治区〕,中華人民共和国,44.62,114.15,-25.0,,,0.0
53149,マンダール〔内モンゴル自治区〕,中華人民共和国,42.53,110.13,-18.8,-13.5,-23.7,0.0
53192,阿巴嗄旗,中華人民共和国,44.02,114.95,-26.7,-22.1,-34.0,0.0
53231,HAILS〔内モンゴル自治区〕,中華人民共和国,41.45,106.38,-21.1,-14.0,-26.3,0.0
53276,朱日和〔内モンゴル自治区〕,中華人民共和国,42.40,112.90,-21.3,-17.4,-25.6,0.0
53336,ウラド中旗〔内モンゴル自治区〕,中華人民共和国,41.57,108.52,-15.8,-11.4,-20.7,0.0
53352,ダルハンムミンガン連合旗（百霊廊）〔内モンゴル自治区〕,中華人民共和国,41.70,110.43,-18.1,,,0.0
53391,ホワトー（化徳）〔内モンゴル自治区〕,中華人民共和国,41.90,114.00,-21.2,-19.3,-25.5,0.0
53463,ホフホト（呼和浩特）〔内モンゴル自治区〕,中華人民共和国,40.85,111.57,-14.0,-10.5,-19.3,0.0
53480,チーニン（集寧）〔内モンゴル自治区〕,中華人民共和国,41.03,113.07,-17.1,,,0.0
53487,タートン（大同）〔シャンシー(山西）省〕,中華人民共和国,40.08,113.42,-16.9,,,0.0
53502,ジャルタイ（吉蘭泰）〔内モンゴル自治区〕,中華人民共和国,39.78,105.75,-16.1,,,0.0
53513,リンホー（臨河）〔内モンゴル自治区〕,中華人民共和国,40.73,107.37,-15.6,-7.0,-21.5,0.0
53529,鄂托克旗,中華人民共和国,39.10,107.98,-16.2,-8.8,-21.9,0.0
53543,トンション（東勝）〔内モンゴル自治区〕,中華人民共和国,39.83,109.98,-15.5,-12.1,-19.3,0.0
53564,ホーチュー（河曲）〔シャンシー(山西）省〕,中華人民共和国,39.38,111.15,-14.9,-8.2,-21.2,0.0
53588,ウータイシャン（五台山）〔シャンシー(山西）省〕,中華人民共和国,38.95,113.52,-21.6,-17.7,-25.8,0.0
53593,ユーシエン（蔚県）〔ホーペイ(河北）省〕,中華人民共和国,39.83,114.57,-12.7,,,0.0
53614,インチョワン（銀川）〔ニンシアホイ族自治区〕,中華人民共和国,38.47,106.20,-14.3,-6.7,-20.7,0.0
53646,ユーリン（楡林）〔シャンシー（陝西）省〕,中華人民共和国,38.27,109.78,-14.6,-7.6,-22.5,0.0
53673,ユワンピン（原平）〔シャンシー(山西）省〕,中華人民共和国,38.75,112.70,-9.4,,,0.0
53698,シーチアチョワン（石家荘）〔ホーペイ(河北）省〕,中華人民共和国,38.07,114.35,-3.4,,,0.0
53705,チョンニン（中寧）〔ニンシア（寧夏）ホイ族自治区〕,中華人民共和国,37.48,105.68,-12.5,,,0.0
53723,イエンチー（塩池）〔ニンシア（寧夏）ホイ族自治区〕,中華人民共和国,37.80,107.38,-15.9,-7.8,-22.3,0.0
53764,リーシー（離石）〔シャンシー(山西）省〕,中華人民共和国,37.50,111.10,-14.7,,,0.0
53772,タイユワン（太原）〔シャンシー(山西）省〕,中華人民共和国,37.62,112.58,-10.1,-3.3,-16.6,0.0
53787,ユーショー（楡社）〔シャンシー(山西）省〕,中華人民共和国,37.07,112.98,-13.3,,,0.0
53798,シンタイ（刑台）〔ホーペイ（河北）省〕,中華人民共和国,37.07,114.50,-3.2,0.9,-11.2,0.0
53845,イエンアン（延安）〔シャンシー（陝西）省〕,中華人民共和国,36.58,109.45,-13.6,-5.9,-21.5,0.0
53863,チエシウ（介休）〔シャンシー(山西）省〕,中華人民共和国,37.03,111.92,-8.2,,,0.0
53898,アンヤン（安陽）〔ホーナン（河南）省〕,中華人民共和国,36.05,114.13,-4.3,,,0.0
53915,ピンリアン（平凉）〔カンスー（甘粛）省〕,中華人民共和国,35.55,106.67,-10.5,-2.6,-17.5,0.0
53923,シーフォン（西峰鎭）〔カンスー（甘粛）省〕,中華人民共和国,35.73,107.63,-10.6,,,0.0
53959,ユンチョン（運城）〔シャンシー(山西）省〕,中華人民共和国,35.05,111.05,-6.9,-0.6,-13.4,0.0
53975,ヤンチョン（陽城）〔シャンシー(山西）省〕,中華人民共和国,35.48,112.40,-6.3,,,0.0
54012,西ウジムチン旗（西烏珠穆沁旗）〔内モンゴル自治区〕,中華人民共和国,44.58,117.60,-25.2,-22.3,-31.0,0.5
54026,ジャルド旗（扎魯特旗）〔内モンゴル自治区〕,中華人民共和国,44.57,120.90,-16.4,-12.7,-22.5,0.0
54027,バイリン左旗（林東）〔内モンゴル自治区〕,中華人民共和国,43.98,119.40,-17.5,-14.9,-23.5,0.0
54049,チャンリン（長嶺）〔チーリン（吉林）省〕,中華人民共和国,44.25,123.97,-22.6,,,0.0
54094,ムータンチアン（牡丹江）〔ヘイロンチアン（黒竜江）省〕,中華人民共和国,44.50,129.67,-24.0,-20.4,-27.0,0.0
54096,ソイフェンホー（綏芬河）〔ヘイロンチアン（黒竜江）省〕,中華人民共和国,44.38,131.15,-25.5,,,0.0
54102,シリンホト（錫林浩特）〔内モンゴル自治区〕,中華人民共和国,43.95,116.12,-25.2,-22.2,-32.8,0.0
54115,リンシー（林西）〔内モンゴル自治区〕,中華人民共和国,43.63,118.03,-20.7,,,0.0
54135,トンリャオ（通遼）〔内モンゴル自治区〕,中華人民共和国,43.60,122.27,-19.1,-13.9,-25.1,0.0
54157,スーピン（四平）〔チーリン（吉林）省〕,中華人民共和国,43.18,124.33,-22.0,,,0.0
54161,チャンチュン（長春）〔チーリン（吉林）省〕,中華人民共和国,43.90,125.22,-21.9,-19.2,-26.7,0.0
54186,トゥンホワ（敦化）〔チーリン（吉林）省〕,中華人民共和国,43.37,128.20,-24.3,,,0.0
54208,ドロン（多倫）〔内モンゴル自治区〕,中華人民共和国,42.18,116.47,-22.7,-20.3,-27.6,0.0
54218,チーフォン（赤峰）〔内モンゴル自治区〕,中華人民共和国,42.30,118.83,-17.8,-12.8,-24.7,0.0
54226,ブグト（宝国吐）〔内モンゴル自治区〕,中華人民共和国,42.33,120.70,-16.1,,,0.0
54236,チャンウー（彰武）〔リャオニン（遼寧）省〕,中華人民共和国,42.42,122.53,-16.4,-13.1,-21.3,0.0
54259,チンユワン（清原）〔リャオニン（遼寧）省〕,中華人民共和国,42.07,124.87,-23.8,,,0.0
54273,ホワティエン（樺旬）〔チーリン（吉林）省〕,中華人民共和国,42.98,126.75,-24.9,,,0.0
54292,イエンチー（延吉）〔チーリン（吉林）省〕,中華人民共和国,42.87,129.50,-22.0,-18.3,-26.3,0.0
54308,フォンニン（豊寧）〔ホーペイ（河北）省〕,中華人民共和国,41.20,116.63,-15.2,,,0.0
54311,ウェイチャン満族蒙古族自治県（囲場）〔ホーペイ省〕,中華人民共和国,41.93,117.75,-19.4,,,0.0
54324,チャオヤン（朝陽）〔リャオニン（遼寧）省〕,中華人民共和国,41.55,120.45,-14.3,,,0.0
54337,チンチョウ（錦州）〔リャオニン（遼寧）省〕,中華人民共和国,41.13,121.12,-13.5,-8.8,-18.6,0.0
54342,シェンヤン（瀋陽）〔リャオニン（遼寧）省〕,中華人民共和国,41.73,123.52,-17.5,-12.9,-22.4,0.0
54346,ペンシー（本渓）〔リャオニン（遼寧）省〕,中華人民共和国,41.32,123.78,-18.4,,,0.0
54374,リンチアン（臨江）〔チーリン（吉林）省〕,中華人民共和国,41.80,126.88,-24.2,-18.9,-27.4,0.0
54377,チーアン（集安）〔チーリン（吉林）省〕,中華人民共和国,41.15,126.22,-22.1,,,0.0
54386,チャンパイ（長白）〔シャンシー（陝西）省〕,中華人民共和国,41.35,128.17,-28.6,,,0.0
54401,チャンチアコウ（張家口）〔ホーペイ（河北）省〕,中華人民共和国,40.78,114.88,-14.3,-11.7,-18.2,0.0
54405,ホワイライ（懐来）〔ホーペイ（河北）省〕,中華人民共和国,40.42,115.50,-11.4,,,0.0
54423,チョントー（承徳）〔ホーペイ（河北）省〕,中華人民共和国,40.97,117.92,-15.2,-9.3,-22.6,0.0
54436,チンロン満族自治県（青竜）〔ホーペイ（河北）省〕,中華人民共和国,40.40,118.95,-14.9,,,0.0
54471,インコウ（営口）〔リャオニン（遼寧）省〕,中華人民共和国,40.67,122.17,-14.7,-11.0,-20.9,0.0
54493,コワンティエン（寛旬）〔リャオニン（遼寧）省〕,中華人民共和国,40.72,124.78,-21.5,,,0.0
54497,タントン（丹東）〔リャオニン（遼寧）省〕,中華人民共和国,40.05,124.33,-18.1,-12.7,-24.1,0.0
54511,ペキン（北京）,中華人民共和国,39.93,116.28,-7.3,-2.7,-13.9,0.0
54527,ティエンチン（天津）,中華人民共和国,39.10,117.17,-9.2,,,0.0
54534,タンシャン（唐山）〔ホーペイ（河北）省〕,中華人民共和国,39.65,118.10,-10.9,,,0.0
54539,ローティン（楽亭）〔ホーペイ（河北）省〕,中華人民共和国,39.43,118.90,-10.7,-6.3,-17.0,0.0
54602,パオティン（保定）〔ホーペイ（河北）省〕,中華人民共和国,38.73,115.48,-7.7,,,0.0
54618,ポートウ（泊頭）,中華人民共和国,38.08,116.55,-8.3,-1.8,-14.3,0.0
54662,ターリエン（大連）〔リャオニン（遼寧）省〕,中華人民共和国,38.90,121.63,-10.6,-7.7,-14.5,0.3
54715,リンシエン（陵県）〔シャントン（山東）省〕,中華人民共和国,37.33,116.57,-9.4,,,0.0
54725,ホイミン（恵民）〔シャントン（山東）省〕,中華人民共和国,37.50,117.53,-9.7,,,0.0
54751,長島,中華人民共和国,37.93,120.72,-6.7,,,0.0
54753,ロンコウ（竜口）〔シャントン（山東）省〕,中華人民共和国,37.62,120.32,-6.1,-3.9,-10.1,0.2
54776,成山頭,中華人民共和国,37.40,122.68,-7.7,-6.7,-10.5,6.0
54808,シンシエン（新県）,中華人民共和国,36.23,115.67,-8.0,,,0.0
54823,チーナン（済南）〔シャントン（山東）省〕,中華人民共和国,36.60,117.05,-7.3,-2.6,-12.0,0.0
54826,タイ山（泰山）〔シャントン（山東）省〕,中華人民共和国,36.25,117.10,-16.1,,,0.0
54836,イーユワン（沂源）〔シャントン（山東）省〕,中華人民共和国,36.18,118.15,-9.3,,,0.0
54843,ウェイファン〔シャントン（山東）省〕,中華人民共和国,36.77,119.18,-8.8,-3.6,-12.0,0.0
54857,チンタオ（青島）〔シャントン（山東）省〕,中華人民共和国,36.07,120.33,-7.3,-4.9,-10.9,0.0
54863,ハイヤン（海陽）,中華人民共和国,36.77,121.18,-9.3,,,0.2
54909,ティンタオ（定陶）〔シャントン（山東）省〕,中華人民共和国,35.08,115.52,-6.0,1.2,-12.3,0.0
54916,イエンチョウ〔シャントン（山東）省〕,中華人民共和国,35.57,116.85,-8.9,,,0.0
54929,フェイシエン（費県）〔シャントン（山東）省〕,中華人民共和国,35.25,117.95,-7.9,,,0.0
54945,リーチャオ（日照）〔シャントン（山東）省〕,中華人民共和国,35.43,119.53,-7.7,,,0.0
55228,シーチュワンホー（獅泉河）〔チベット自治区〕,中華人民共和国,32.50,80.08,-5.9,-0.9,-12.7,0.0
55279,班貢,中華人民共和国,31.37,90.02,-3.6,,,0.0
55299,ナクチュ（那曲）〔チベット自治区〕,中華人民共和国,31.48,92.07,-7.9,4.4,-18.9,0.0
55472,シェンチャー（申扎）〔チベット自治区〕,中華人民共和国,30.95,88.63,-3.4,,,0.0
55578,シガツェ（日喀則）〔チベット自治区〕,中華人民共和国,29.25,88.88,-3.1,11.7,-13.5,0.0
55591,ラサ（拉薩）〔チベット自治区〕,中華人民共和国,29.67,91.13,1.1,14.1,-4.5,0.0
55664,ティンリー（定日）〔チベット自治区〕,中華人民共和国,28.63,87.08,-3.1,9.9,-15.1,0.0
55696,リュンツェ（隆子）〔チベット自治区〕,中華人民共和国,28.42,92.47,-1.4,,,0.0
55773,PAGRI,中華人民共和国,27.73,89.08,-4.2,8.7,-14.4,0.0
56004,扎扎河,中華人民共和国,34.22,92.43,-11.6,0.7,-22.6,0.0
56018,ツァドォ（雑多）〔チンハイ（青海）省〕,中華人民共和国,32.90,95.30,-5.7,,,0.0
56021,チューマルレブ（曲麻莱）〔チンハイ（青海）省〕,中華人民共和国,34.13,95.78,-9.1,,,0.0
56029,ユーシュー（玉樹）〔チンハイ（青海）省〕,中華人民共和国,33.00,96.97,-7.1,8.6,-17.8,0.0
56033,マドォ（瑪多）〔チンハイ（青海）省〕,中華人民共和国,34.92,98.22,-11.2,-0.9,-20.5,0.0
56046,ダルラ（達日）〔チンハイ（青海）省〕,中華人民共和国,33.75,99.65,-9.6,2.9,-18.3,0.0
56065,ホーナン蒙古族自治県〔チンハイ（青海）省〕,中華人民共和国,34.73,101.60,-10.0,,,0.0
56079,ゾルゲ（若爾蓋）〔スーチョワン（四川）省〕,中華人民共和国,33.58,102.97,-7.2,,,0.0
56080,ホーツオ（合作）〔カンスー(甘粛）省〕,中華人民共和国,35.00,102.90,-10.5,1.2,-21.1,0.0
56096,ウートゥー（武都）〔カンスー(甘粛）省〕,中華人民共和国,33.40,104.92,-0.2,4.6,-5.1,0.0
56106,ソシェン（索県）〔チベット自治区〕,中華人民共和国,31.88,93.78,-5.4,,,0.0
56116,デンチェン（丁青）〔チベット自治区〕,中華人民共和国,31.42,95.60,-2.9,9.3,-10.2,0.0
56137,チャムド（昌都）〔チベット自治区〕,中華人民共和国,31.15,97.17,1.5,15.6,-8.4,0.0
56144,デゲ（徳格）〔スーチョワン（四川）省〕,中華人民共和国,31.73,98.57,0.5,,,0.0
56146,ガルツェ（甘孜）〔スーチョワン（四川）省〕,中華人民共和国,31.62,100.00,-2.3,11.3,-10.0,0.0
56152,セータル（色達）〔スーチョワン（四川）省〕,中華人民共和国,32.28,100.33,-8.0,,,0.0
56167,道孚,中華人民共和国,30.98,101.12,0.6,,,0.0
56172,バルカム（馬爾康）〔スーチョワン（四川）省〕,中華人民共和国,31.90,102.23,-0.6,14.7,-6.4,0.0
56182,松藩,中華人民共和国,32.67,103.60,-6.2,,,0.0
56187,ウェンチアン（温江）,中華人民共和国,30.75,103.87,1.2,,,0.0
56196,ミエンヤン（錦陽）〔スーチョワン（四川）省〕,中華人民共和国,31.45,104.73,2.6,,,0.0
56247,パータン（巴塘）〔スーチョワン（四川）省〕,中華人民共和国,30.00,99.10,8.8,19.4,1.1,0.0
56257,リータン（理塘）〔スーチョワン（四川）省〕,中華人民共和国,30.00,100.27,0.6,,,0.0
56287,ヤーアン（雅安）〔スーチョワン（四川）省〕,中華人民共和国,29.98,103.00,1.6,,,0.0
56312,ニンチー（林芝）〔チベット自治区〕,中華人民共和国,29.57,94.47,6.0,13.0,1.8,0.0
56357,タオチョン（稲城）〔スーチョワン（四川）省〕,中華人民共和国,29.05,100.30,0.2,,,0.0
56374,カンティン（康定）〔スーチョワン（四川）省〕,中華人民共和国,30.05,101.97,-5.5,,,0.0
56385,オーメイ山（嵯眉）〔スーチョワン（四川）省〕,中華人民共和国,29.52,103.33,-11.0,,,0.2
56444,デチェン（徳欽）〔ユンナン（雲南）省〕,中華人民共和国,28.45,98.88,0.3,8.1,-3.5,0.0
56462,チウロン（九竜）〔スーチョワン（四川）省〕,中華人民共和国,29.00,101.50,1.2,18.0,-4.4,0.0
56492,イーピン（宜賓）〔スーチョワン（四川）省〕,中華人民共和国,28.80,104.60,1.4,4.2,-0.1,1.1
56571,シーチャン（西昌）〔スーチョワン（四川）省〕,中華人民共和国,27.90,102.27,4.9,12.3,3.3,0.0
56586,チャオトン（昭通）〔ユンナン（雲南）省〕,中華人民共和国,27.33,103.75,-3.7,,,0.0
56651,リーチアン（麗江）〔ユンナン（雲南）省〕,中華人民共和国,26.83,100.22,9.8,18.4,2.9,0.0
56671,ホイリー（会理）〔スーチョワン（四川）省〕,中華人民共和国,26.65,102.25,7.5,,,0.0
56684,ホイツォー（会沢）〔ユンナン（雲南）省〕,中華人民共和国,26.40,103.25,-3.1,,,0.0
56691,ウェイニン（威寧）〔コイチョウ（貴州）省〕,中華人民共和国,26.87,104.28,-5.1,-1.8,-7.2,0.2
56739,トンチョン（騰衝）〔ユンナン（雲南）省〕,中華人民共和国,24.98,98.50,9.9,19.0,2.7,0.0
56748,パオシャン（保山）〔ユンナン（雲南）省〕,中華人民共和国,25.12,99.18,10.2,,,0.0
56751,ターリー（大理）〔ユンナン（雲南）省〕,中華人民共和国,25.70,100.18,10.2,,,0.0
56763,ユワンモウ（元謀）〔ユンナン（雲南）省〕,中華人民共和国,25.73,101.87,16.9,,,0.0
56768,チューシュン（楚雄）〔ユンナン（雲南）省〕,中華人民共和国,25.02,101.52,9.3,,,0.0
56778,クンミン（昆明）〔ユンナン（雲南）省〕,中華人民共和国,25.02,102.68,2.7,20.2,2.2,0.5
56786,チャンイー（沾益）〔ユンナン（雲南）省〕,中華人民共和国,25.58,103.83,-0.7,,,0.0
56838,ロイリー（瑞麗）〔ユンナン（雲南）省〕,中華人民共和国,24.00,97.85,15.4,,,0.0
56886,濾西〔ユンナン（雲南）省〕,中華人民共和国,24.53,103.77,0.0,,,0.0
56946,耿馬〔ユンナン（雲南）省〕,中華人民共和国,23.55,99.40,15.0,,,0.0
56951,リンツァン（臨滄）〔ユンナン（雲南）省〕,中華人民共和国,23.95,100.22,14.5,24.0,7.0,0.0
56954,ランツァン（瀾滄）〔ユンナン（雲南）省〕,中華人民共和国,22.57,99.93,16.8,,,0.0
56959,チンホン（景洪）〔ユンナン（雲南）省〕,中華人民共和国,22.00,100.78,20.1,,,0.0
56964,スーマオ（思茅）〔ユンナン（雲南）省〕,中華人民共和国,22.77,100.98,16.7,24.1,12.6,0.0
56966,ユワンチアン（元江）〔ユンナン（雲南）省〕,中華人民共和国,23.60,101.98,13.7,,,0.0
56969,モンラー〔ユンナン（雲南）省〕,中華人民共和国,21.50,101.58,18.3,,,0.0
56977,チアンチョン（江城）〔ユンナン（雲南）省〕,中華人民共和国,22.62,101.82,11.6,,,0.2
56985,モンツー（蒙自）〔ユンナン（雲南）省〕,中華人民共和国,23.38,103.38,4.6,17.6,3.3,0.0
57014,ペイタオ（北道）〔カンスー（甘粛）省〕,中華人民共和国,34.57,105.87,-6.3,,,0.0
57025,フォンシアン（鳳翔）〔シャンシー（陝西）省〕,中華人民共和国,34.52,107.38,-6.2,,,0.0
57046,ホワ（華）山,中華人民共和国,34.48,110.08,-15.6,,,0.0
57067,ルーシー（廬氏）,中華人民共和国,34.05,111.03,-7.8,0.4,-14.6,0.0
57071,孟津,中華人民共和国,34.82,112.43,-4.2,,,0.0
57083,チェンチョウ（鄭州）〔ホーナン（河南）省〕,中華人民共和国,34.72,113.65,-1.3,2.4,-5.3,0.0
57127,ハンチョン（漢中）〔シャンシー（陝西）省〕,中華人民共和国,33.07,107.03,-0.8,5.1,-5.3,0.0
57131,チンホー（精河）〔シャンシー（陝西）省〕,中華人民共和国,34.43,108.97,-5.0,,,0.0
57178,ナンヤン（南陽）〔ホーナン（河南）省〕,中華人民共和国,33.10,112.48,-2.7,5.2,-9.9,0.0
57193,シーホワ（西華）〔ホーナン（河南）省〕,中華人民共和国,33.78,114.52,-3.4,,,0.0
57237,万源〔スーチョワン（四川）省〕,中華人民共和国,32.07,108.03,0.6,,,0.0
57245,アンカン（安康）〔シャンシー（陝西）省〕,中華人民共和国,32.72,109.03,-0.6,6.5,-5.4,0.0
57259,ファンシエン（房県）〔フーペイ（湖北）省〕,中華人民共和国,32.03,110.77,-1.9,,,0.0
57265,コワンホワ（光化）〔フーペイ（湖北）省〕,中華人民共和国,32.43,111.73,-1.7,5.8,-8.1,0.0
57279,ツァオヤン（東陽）〔フーペイ（湖北）省〕,中華人民共和国,32.15,112.67,-1.6,4.8,-7.0,0.0
57290,チューマーティエン（駐馬店）〔ホーナン（河南）省〕,中華人民共和国,32.93,113.92,-3.7,,,0.0
57297,シンヤン（信陽）〔ホーナン（河南）省〕,中華人民共和国,32.13,114.05,-1.7,4.6,-6.7,0.0
57306,ランチョン〔スーチョワン（四川）省〕,中華人民共和国,31.58,105.97,2.5,,,0.0
57328,ターシエン（達県）〔スーチョワン（四川）省〕,中華人民共和国,31.20,107.50,3.6,7.7,0.1,0.0
57348,フェンチェ（奉節）〔チョンチン（重慶）市〕,中華人民共和国,31.02,109.53,4.0,,,0.0
57378,チョンシアン（鐘祥）〔フーペイ（湖北）省〕,中華人民共和国,31.17,112.57,-1.0,,,0.0
57399,マーチョン（麻城）〔フーペイ（湖北）省〕,中華人民共和国,31.13,114.95,-3.2,,,0.0
57411,ナンチョン（南充）〔スーチョワン（四川）省〕,中華人民共和国,30.80,106.08,2.8,5.9,0.7,0.0
57426,リアンピン（梁平）〔チョンチン（重慶）市〕,中華人民共和国,30.68,107.80,1.2,,,0.0
57447,エンシー（恩施）〔フーペイ（湖北）省〕,中華人民共和国,30.28,109.47,1.2,2.7,-0.5,0.0
57461,イーチャン（宜昌）〔フーペイ（湖北）省〕,中華人民共和国,30.73,111.37,-0.3,4.9,-4.3,0.0
57476,チンチョウ（荊州）〔フーペイ（湖北）省〕,中華人民共和国,30.35,112.15,-0.1,,,0.0
57494,ウーハン（武漢）〔フーペイ（湖北）省〕,中華人民共和国,30.60,114.05,-3.1,3.7,-8.5,0.0
57503,ネイチアン（内江）〔スーチョワン（四川）省〕,中華人民共和国,29.62,105.12,2.2,,,0.3
57516,チョンチン（重慶）〔チョンチン（重慶）市〕,中華人民共和国,29.58,106.47,5.0,6.3,3.8,0.0
57554,サンチー（桑植）〔フーナン（湖南）省〕,中華人民共和国,29.40,110.17,-0.2,,,0.0
57584,ユエヤン（岳陽）〔フーナン（湖南）省〕,中華人民共和国,29.38,113.08,0.4,,,0.0
57598,シウ川（修水）〔チアンシー（江西）省〕,中華人民共和国,29.03,114.58,-1.3,6.2,-6.4,0.0
57604,NAXI〔スーチョワン（四川）省〕,中華人民共和国,28.78,105.38,2.6,,,1.1
57633,ユウヤン（酉陽）〔チョンチン（重慶）市〕,中華人民共和国,28.83,108.77,-1.6,4.4,-4.7,0.0
57655,ユワンリン〔フーナン（湖南）省〕,中華人民共和国,28.47,110.40,1.6,,,0.0
57662,チャントー（常徳）〔フーナン（湖南）省〕,中華人民共和国,29.05,111.68,0.3,5.7,-3.4,0.0
57687,チャンシャー（長沙）〔フーナン（湖南）省〕,中華人民共和国,28.23,112.87,-0.1,4.5,-3.5,0.0
57707,ピーチエ（畢節）〔コイチョウ（貴州）省〕,中華人民共和国,27.30,105.23,-2.2,,,0.6
57712,HUICHUAN,中華人民共和国,27.73,106.95,-2.0,-0.8,-3.5,0.0
57731,スーナン（思南）〔コイチョウ（貴州）省〕,中華人民共和国,27.95,108.25,1.2,,,0.0
57745,チーチアン〔フーナン（湖南）省〕,中華人民共和国,27.45,109.68,1.1,7.0,-1.3,0.0
57766,シャオヤン（邵陽）〔フーナン（湖南）省〕,中華人民共和国,27.18,111.45,0.5,,,0.0
57776,ナンユエ（南岳）〔フーナン（湖南）省〕,中華人民共和国,27.30,112.70,-9.1,,,0.0
57793,イーチュン（宜春）〔チアンシー省〕,中華人民共和国,27.80,114.38,0.0,,,0.0
57799,チーアン（吉安）〔チアンシー省〕,中華人民共和国,27.12,114.97,1.4,5.4,-2.9,0.0
